id,data_aplicacao,persona_id,persona_rotulo,perfil_anbima,produto_id,produto,prazo_dias,valor_aplicado_brl,origem_valor,estrato,gab_aliquota_ir,gab_iof_incide,gab_iof_pct_rendimento,gab_suitability,gab_conduta_esperada,gab_tipo,selic_meta_aa,cdi_aa,ipca_12m_aa,ipca_mes_referencia,taxa_contratada_aa,gab_rfl_brl,fonte_gabarito_rfl
D1-0873,2026-02-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.26,2025-12,,,
D1-0874,2026-02-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.26,2025-12,,,
D1-0875,2026-02-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.26,2025-12,,,
D1-0876,2026-02-02,P4,Rafael,Diversifica,TS,Tesouro Selic,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0877,2026-02-02,P4,Rafael,Diversifica,TS,Tesouro Selic,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0878,2026-02-02,P4,Rafael,Diversifica,TS,Tesouro Selic,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0879,2026-02-02,P4,Rafael,Diversifica,TS,Tesouro Selic,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0880,2026-02-02,P4,Rafael,Diversifica,TS,Tesouro Selic,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0881,2026-02-02,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0882,2026-02-02,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0883,2026-02-02,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0884,2026-02-02,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0885,2026-02-02,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0886,2026-02-02,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0887,2026-02-02,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0888,2026-02-02,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0889,2026-02-02,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0890,2026-02-02,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0891,2026-02-02,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0892,2026-02-02,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0893,2026-02-02,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0894,2026-02-02,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0895,2026-02-02,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0896,2026-02-02,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,calculo_rfl,0.225,sim,50,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0897,2026-02-02,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,calculo_rfl,0.225,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0898,2026-02-02,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,calculo_rfl,0.200,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0899,2026-02-02,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,calculo_rfl,0.175,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0900,2026-02-02,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,calculo_rfl,0.150,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.26,2025-12,,,
D1-0901,2026-03-02,P1,Joao,Sem Reservas,TS,Tesouro Selic,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0902,2026-03-02,P1,Joao,Sem Reservas,TS,Tesouro Selic,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0903,2026-03-02,P1,Joao,Sem Reservas,TS,Tesouro Selic,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0904,2026-03-02,P1,Joao,Sem Reservas,TS,Tesouro Selic,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0905,2026-03-02,P1,Joao,Sem Reservas,TS,Tesouro Selic,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0906,2026-03-02,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0907,2026-03-02,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0908,2026-03-02,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0909,2026-03-02,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0910,2026-03-02,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0911,2026-03-02,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0912,2026-03-02,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0913,2026-03-02,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0914,2026-03-02,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0915,2026-03-02,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0916,2026-03-02,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0917,2026-03-02,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0918,2026-03-02,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0919,2026-03-02,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0920,2026-03-02,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0921,2026-03-02,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0922,2026-03-02,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0923,2026-03-02,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0924,2026-03-02,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0925,2026-03-02,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,4.44,2026-01,,,
D1-0926,2026-03-02,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0927,2026-03-02,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0928,2026-03-02,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0929,2026-03-02,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0930,2026-03-02,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0931,2026-03-02,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0932,2026-03-02,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0933,2026-03-02,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0934,2026-03-02,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0935,2026-03-02,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0936,2026-03-02,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0937,2026-03-02,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0938,2026-03-02,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0939,2026-03-02,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0940,2026-03-02,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0941,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0942,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0943,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0944,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0945,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0946,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0947,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0948,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0949,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0950,2026-03-02,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0951,2026-03-02,P3,Antonio,Caderneta,TS,Tesouro Selic,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0952,2026-03-02,P3,Antonio,Caderneta,TS,Tesouro Selic,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0953,2026-03-02,P3,Antonio,Caderneta,TS,Tesouro Selic,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0954,2026-03-02,P3,Antonio,Caderneta,TS,Tesouro Selic,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0955,2026-03-02,P3,Antonio,Caderneta,TS,Tesouro Selic,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0956,2026-03-02,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0957,2026-03-02,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0958,2026-03-02,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0959,2026-03-02,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0960,2026-03-02,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0961,2026-03-02,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0962,2026-03-02,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0963,2026-03-02,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0964,2026-03-02,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0965,2026-03-02,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0966,2026-03-02,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0967,2026-03-02,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0968,2026-03-02,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0969,2026-03-02,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0970,2026-03-02,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0971,2026-03-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0972,2026-03-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0973,2026-03-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0974,2026-03-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0975,2026-03-02,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,4.44,2026-01,,,
D1-0976,2026-03-02,P4,Rafael,Diversifica,TS,Tesouro Selic,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0977,2026-03-02,P4,Rafael,Diversifica,TS,Tesouro Selic,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0978,2026-03-02,P4,Rafael,Diversifica,TS,Tesouro Selic,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0979,2026-03-02,P4,Rafael,Diversifica,TS,Tesouro Selic,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
D1-0980,2026-03-02,P4,Rafael,Diversifica,TS,Tesouro Selic,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,4.44,2026-01,,,
